NOME DO MUNICÍPIO;CO_ENTIDADE;NO_ENTIDADE;Endereço;Escola;Dependência Administrativa;Conveniada Poder Público;Latitude;Longitude;Município;Localização;Matrículas;Escolas
Recife;26124173;ESCOLA MUNICIPAL CENTRO DE EDUC INFAN 14 BIS;RUA NELSON FERNANDES, SN BOA VIAGEM. 51030-230 Recife - PE.;ESCOLA MUNICIPAL 14 BIS;Municipal;Não;-8,1318981;-34,9081883;Recife;Urbana;79;1
Recife;26153270;CMEI JESUS DE NAZARE;RUA ANGATUBA, S/N IBURA. 51240-715 Recife - PE.;CMEI JESUS DE NAZARE;Municipal;Não;-8,1291163;-34,9422753;Recife;Urbana;95;1
Recife;26156695;CRECHE MUNICIPAL DO JORDAO BAIXO-;RUA JOSE DA LAJE, 19 QUADRA 39. IBURA. 51240-755 Recife - PE.;CRECHE MUNICIPAL DO JORDAO BAIXO;Municipal;Não;-8,12695736;-34,94129079;Recife;Urbana;78;1
Jaboatão dos Guararapes;26156270;CRECHE CIRANDA CIRANDINHA;AVENIDA DOIS, 306 VILA RICA. 54100-535 Jaboatão dos Guararapes - PE.;CRECHE CIRANDA CIRANDINHA;Municipal;Não;-8,12170964;-35,0276882;Jaboatão dos Guararapes;Urbana;115;1
Recife;26153068;CRECHE MUNICIPAL SONHO DO POVO;RUA CORDILHEIRA, S/N UR 01. COHAB. 51290-570 Recife - PE.;CRECHE MUNICIPAL SONHO DO POVO;Municipal;Não;-8,1190869;-34,9455291;Recife;Urbana;62;1
Recife;26183277;CRECHE MUNICIPAL 08 DE MARCO;RUA ENGENHO BULHOES, S/N IBURA. 51230-325 Recife - PE.;CRECHE MUNICIPAL 08 DE MARCO;Municipal;Não;-8,115097;-34,9373748;Recife;Urbana;76;1
Recife;26180685;CRECHE MUNICIPAL ZILDA ARNS;RUA ANTONIO PAES BARRETO, S/N LOTE 1 Q K. IMBIRIBEIRA. 51160-170 Recife - PE.;CRECHE MUNICIPAL ZILDA ARNS;Municipal;Não;-8,11492426;-34,90527806;Recife;Urbana;41;1
Recife;26177820;CRECHE MUNICIPAL VILA DOS MILAGRES;RUA MIGUEL, 14 MILAGRES. COHAB. 51345-600 Recife - PE.;CRECHE MUNICIPAL VILA DOS MILAGRES;Municipal;Não;-8,11491411;-34,9452371;Recife;Urbana;31;1
Recife;26171678;CRECHE MUNICIPAL SONHO DE CRIANCA;RUA TEOTONIO DE MELO FILHO, 218 IBURA. 51220-080 Recife - PE.;CRECHE MUNICIPAL SONHO DE CRIANCA;Municipal;Não;-8,11235306;-34,93519423;Recife;Urbana;89;1
Jaboatão dos Guararapes;26188767;CRECHE MUNICIPAL PROFESSORA MARIA RITA LINS MARTINS;RUA JOAO RAMALHO, 499 VISTA ALEGRE. 54080-170 Jaboatão dos Guararapes - PE.;CRECHE MUNICIPAL PROFESSORA MARIA RITA LINS MARTINS;Municipal;Não;-8,112093;-35,02454;Jaboatão dos Guararapes;Urbana;66;1
Jaboatão dos Guararapes;26147840;CEMEI SANTO AMARO;AVENIDA GENERAL MANOEL RABELO, S/N ENGENHO VELHO. 54160-000 Jaboatão dos Guararapes - PE.;CEMEI SANTO AMARO;Municipal;Não;-8,11065494;-35,00718056;Jaboatão dos Guararapes;Urbana;102;1
Recife;26171643;CRECHE MUNICIPAL ARITANA;RUA MANOEL CAVALCANTI BEZERRA, 37 IMBIRIBEIRA. 51160-270 Recife - PE.;CRECHE MUNICIPAL ARITANA;Municipal;Não;-8,10900346;-34,90651305;Recife;Urbana;50;1
Recife;26153467;CRECHE MUNICIPAL PADRE LOURENCO;RUA PEREIRA CARNEIRO, 172 IMBIRIBEIRA. 51150-310 Recife - PE.;CRECHE MUNICIPAL PADRE LOURENCO;Municipal;Não;-8,1082968;-34,9103786;Recife;Urbana;90;1
Recife;26186330;CRECHE MUNICIPAL ISABEL SILVANA DE MELO;AV DOZE DE JUNHO, SN BARRO. 51345-003 Recife - PE.;CRECHE MUNICIPAL ISABEL SILVANA DE MELO;Municipal;Não;-8,1082966;-34,9534427;Recife;Urbana;58;1
Recife;26188368;CRECHE ESC RECIFE MAURICEIA DA SILVA DIAS;RUA ANDRE VIDAL DE NEGREIROS, 35 BARRO. 51345-720 Recife - PE.;CRECHE ESC RECIFE MAURICEIA DA SILVA DIAS;Municipal;Não;-8,1071313;-34,957136;Recife;Urbana;89;1
Recife;26212609;CMEI ESTRELA DA MANHA;RUA DANCING DAYS, 135 IMBIRIBEIRA. 51180-340 Recife - PE.;CMEI ESTRELA DA MANHA;Municipal;Não;-8,1026776;-34,921979;Recife;Urbana;47;1
Recife;26167859;CRECHE MUNICIPAL CHICO MENDES-;RUA SINDICATO DOS VIGILANTES, 633 CACOTE. 50875-010 Recife - PE.;CRECHE MUNICIPAL CHICO MENDES;Municipal;Não;-8,10152796;-34,93206383;Recife;Urbana;29;1
Jaboatão dos Guararapes;26190168;CRECHE MUNICIPAL PROFESSORA LEDA MARIA QUEIROZ DO REGO BARROS;AVENIDA GOVERNADOR AGAMENON MAGALHAES, 193 CAVALEIRO. CAVALEIRO. 54210-000 Jaboatão dos Guararapes - PE.;CRECHE MUNICIPAL PROFESSORA LEDA MARIA QUEIROZ DO REGO BARROS;Municipal;Não;-8,09952103;-34,96985532;Jaboatão dos Guararapes;Urbana;61;1
Jaboatão dos Guararapes;26186063;ESCOLA LUIZ FERNANDO DE CARVALHO ARCOVERDE;RUA JOSEFA AGUIDA DA CONCEICAO, S/N LOTEAM SONHO VERDE. SUCUPIRA. 54280-363 Jaboatão dos Guararapes - PE.;ESCOLA LUIZ FERNANDO DE CARVALHO ARCOVERDE;Municipal;Não;-8,09886252;-34,97456792;Jaboatão dos Guararapes;Urbana;44;1
Recife;26170728;CRECHE MUNICIPAL SITIO GRANDE;RUA CARLOS LEONCIO, 123 IMBIRIBEIRA. 51170-400 Recife - PE.;CRECHE MUNICIPAL SITIO GRANDE;Municipal;Não;-8,0984673;-34,9150076;Recife;Urbana;82;1
Recife;26153130;CRECHE MUNICIPAL RECIFE 2000;RUA RIO SOLIMOES, S/N AREIAS. 50780-231 Recife - PE.;CRECHE MUNICIPAL RECIFE 2000;Municipal;Não;-8,0974941;-34,9372355;Recife;Urbana;65;1
Recife;26185180;CRECHE ESC RECIFE GOVERNADOR MIGUEL ARRAES-;RUA DR. GIL RODRIGUES DOS SANTOS, 10 AREIAS. 50860-080 Recife - PE.;CRECHE ESCOLA RECIFE GOVERNADOR MIGUEL ARRAES;Municipal;Não;-8,09589559;-34,92381775;Recife;Urbana;67;1
Jaboatão dos Guararapes;26109425;ESCOLA MUNICIPAL ALAYDE MARIA DA CONCEICAO;RUA VALE VERDE, S/N PACHECO. 54280-744 Jaboatão dos Guararapes - PE.;ESCOLA MUNICIPAL ALAYDE MARIA DA CONCEICAO;Municipal;Não;-8,095568181;-34,96379899;Jaboatão dos Guararapes;Urbana;98;1
Recife;26186322;CRECHE ESC RECIFE PRESIDENTE TANCREDO NEVES;AV JOSE RUFINO, 1848 BARRO. 50900-660 Recife - PE.;CRECHE ESC RECIFE PRESIDENTE TANCREDO NEVES;Municipal;Não;-8,09241105;-34,93921079;Recife;Urbana;134;1
Recife;26157551;CMEI NOVO PINA-;RUA EURICO VITRUVIO, S/N PINA. 51011-140 Recife - PE.;CMEI NOVO PINA;Municipal;Não;-8,0921382;-34,8880903;Recife;Urbana;96;1
Recife;26153440;CRECHE MUNICIPAL SENADOR PAULO GUERRA;RUA ENGENHO CANTO ALEGRE, S/N IMBIRIBEIRA. 51150-080 Recife - PE.;CRECHE MUNICIPAL SENADOR PAULO GUERRA;Municipal;Não;-8,0886386;-34,9049736;Recife;Urbana;86;1
Recife;26184648;CRECHE ESC RECIFE DO IRAQUE;RUA HAVAI, ESTANCIA. 50771-630 Recife - PE.;CRECHE ESC RECIFE DO IRAQUE;Municipal;Não;-8,0879144;-34,9294959;Recife;Urbana;72;1
Recife;26124165;CMEI BERNARD VAN DER LEER;RUA FRANCISCO VALPASSOS, SN BRASILIA TEIMOSA. 51010-370 Recife - PE.;CMEI BERNARD VAN DER LEER;Municipal;Não;-8,0854891;-34,8834758;Recife;Urbana;103;1
Recife;26156792;CRECHE MUNICIPAL DE AFOGADOS;RUA CERRO NEGRO, 215 AFOGADOS. 50770-765 Recife - PE.;CRECHE MUNICIPAL DE AFOGADOS;Municipal;Não;-8,0842135;-34,9115529;Recife;Urbana;72;1
Recife;26153262;CMEI NOSSO SENHOR JESUS DO BONFIM;RUA TEIXEIRA DE MELO, 56 ESTANCIA. 50865-180 Recife - PE.;CMEI NOSSO SENHOR JESUS DO BONFIM;Municipal;Não;-8,08118495;-34,93065872;Recife;Urbana;70;1
Recife;26153122;CMEI BRASILIA TEIMOSA;RUA DELFIM, 55 BRASILIA TEIMOSA. 51010-370 Recife - PE.;CMEI BRASILIA TEIMOSA;Municipal;Não;-8,08038506;-34,87804824;Recife;Urbana;94;1
Recife;26148145;CRECHE MUNICIPAL BIDO KRAUSE;RUA ONZE DE AGOSTO, S/N TOTO. 50791-465 Recife - PE.;CRECHE MUNICIPAL BIDO KRAUSE;Municipal;Não;-8,0793956;-34,9697792;Recife;Urbana;100;1
Jaboatão dos Guararapes;26183374;CENTRO MUNICIPAL DE EDUCACAO INFANTIL EDVALDO SEVERIANO DE OLIVEIRA;RUA MACHADO DE ASSIS, 196-A CURADO. 54220-110 Jaboatão dos Guararapes - PE.;CENTRO MUNICIPAL DE EDUCACAO INFANTIL EDVALDO SEVERIANO DE OLIVEIRA;Municipal;Não;-8,077232;-34,99769;Jaboatão dos Guararapes;Urbana;60;1
Recife;26156776;CMEI DA MANGUEIRA;RUA VINTE E UM DE ABRIL, 1555 MANGUEIRA. 50820-000 Recife - PE.;CMEI DA MANGUEIRA;Municipal;Não;-8,0748347;-34,921292;Recife;Urbana;76;1
Recife;26153254;CRECHE MUNICIPAL FUTURO DO AMANHA;RUA APULCRO DE ASSUNCAO, 686 CASA. SAN MARTIN. 50761-010 Recife - PE.;CRECHE MUNICIPAL FUTURO DO AMANHA;Municipal;Não;-8,07297378;-34,92965072;Recife;Urbana;57;1
Recife;26153394;CRECHE MUNICIPAL NOVO HORIZONTE-;RUA JOSE BEZERRA CAVALCANTE, 244 MUSTARDINHA. 50760-370 Recife - PE.;CRECHE MUNICIPAL NOVO HORIZONTE;Municipal;Não;-8,0721681;-34,9211146;Recife;Urbana;60;1
Recife;26149931;CMEI MAEZINHA DO COQUE;RUA GUAPIRAMA, S/N ILHA JOANA BEZERRA. 50080-730 Recife - PE.;CMEI MAEZINHA DO COQUE;Municipal;Não;-8,07178573;-34,89993293;Recife;Urbana;100;1
Jaboatão dos Guararapes;26156261;CRECHE MUNDO ENCANTADO;RUA DOIS, CURADO. 54270-010 Jaboatão dos Guararapes - PE.;CRECHE MUNDO ENCANTADO;Municipal;Não;-8,07062751;-34,99426334;Jaboatão dos Guararapes;Urbana;125;1
Recife;26149818;CRECHE MUNICIPAL VOVO ARTUR;RUA COELHOS, S/N COELHOS. 50060-670 Recife - PE.;CRECHE MUNICIPAL VOVO ARTUR;Municipal;Não;-8,06915463;-34,89109013;Recife;Urbana;101;1
Recife;26170736;CRECHE MUNICIPAL ESPERANCA;RUA LEILA FELIX KARAM, S/N TORROES. 50761-200 Recife - PE.;CRECHE MUNICIPAL ESPERANCA;Municipal;Não;-8,06685234;-34,93656183;Recife;Urbana;73;1
Recife;26156725;CRECHE MUNICIPAL DO BONGI;RUA MARIO PORTELA, S/N BONGI. 50751-070 Recife - PE.;CRECHE MUNICIPAL DO BONGI;Municipal;Não;-8,0668246;-34,9153493;Recife;Urbana;73;1
Recife;26153300;CRECHE MUNICIPAL NOSSA SENHORA AUXILIADORA;RUA ANTONIO CORREA DE OLIVEIRA, 669 TORROES. 50761-110 Recife - PE.;CRECHE MUNICIPAL NOSSA SENHORA AUXILIADORA;Municipal;Não;-8,06664277;-34,93384022;Recife;Urbana;33;1
Recife;26190060;CRECHE ESC RECIFE PORTO DIGITAL DO RECIFE;RUA MARIA CESAR, 050 RECIFE. 50030-140 Recife - PE.;CRECHE ESC RECIFE PORTO DIGITAL DO RECIFE;Municipal;Não;-8,06441058;-34,87228596;Recife;Urbana;69;1
Recife;26153319;CRECHE MUNICIPAL DEUS E AMOR-;RUA EPAMINONDAS CRISTOVAO DE OLIVEIRA, 395 TORROES. 50640-520 Recife - PE.;CRECHE MUNICIPAL DEUS E AMOR;Municipal;Não;-8,06123787;-34,93602311;Recife;Urbana;81;1
Recife;26190362;CRECHE ESC RECIFE MIGUEL ARRAES RODA DE FOGO;AV ABDIAS DE CARVALHO, S/N TORROES. 50660-330 Recife - PE.;CRECHE ESC RECIFE MIGUEL ARRAES RODA DE FOGO;Municipal;Não;-8,059495;-34,93749667;Recife;Urbana;122;1
Recife;26212412;CMEI PROFESSOR PAULO ROSAS;AV LUIZ FREIRE, SN CIDADE UNIVERSITARIA. 50740-545 Recife - PE.;CMEI PROFESSOR PAULO ROSAS;Municipal;Não;-8,05635656;-34,95617972;Recife;Urbana;79;1
Recife;26122022;CMEI ANA ROSA FALCAO DE CARVALHO;RUA JOAO LIRA, S/N SANTO AMARO. 50050-550 Recife - PE.;CMEI ANA ROSA FALCAO DE CARVALHO;Municipal;Não;-8,0559904;-34,8800954;Recife;Urbana;78;1
Recife;26157560;CRECHE MUNICIPAL VINDE A MIM AS CRIANCINHAS;RUA EDEIA, 89 MADALENA. 50720-290 Recife - PE.;CRECHE MUNICIPAL VINDE A MIM AS CRIANCINHAS;Municipal;Não;-8,0558908;-34,91287018;Recife;Urbana;37;1
Recife;26181835;CMEI ALCIDES RESTELLI TEDESCO;RUA FAUSTO CARDOSO, 653 MADALENA. 50720-310 Recife - PE.;CMEI ALCIDES RESTELLI TEDESCO;Municipal;Não;-8,0547252;-34,9148308;Recife;Urbana;121;1
Recife;26443716;CMEI DOUTOR ALBERICO DORNELAS CAMARA;REF CAIS DO APOLO, 925 RECIFE. 50030-903 Recife - PE.;CMEI DOUTOR ALBERICO DORNELAS CAMARA;Municipal;Não;-8,0545923;-34,8724585;Recife;Urbana;74;1
Recife;26149214;CRECHE MUNICIPAL CEAPE-;RUA COSTA SEPULVEDA, 415 A. ENGENHO DO MEIO. 50730-265 Recife - PE.;CRECHE MUNICIPAL CEAPE;Municipal;Não;-8,05406186;-34,94087664;Recife;Urbana;115;1
Recife;26156849;CRECHE MUNICIPAL RODA DE FOGO;RUA OCIDENTAL, 33 CASA. CORDEIRO. 50721-610 Recife - PE.;CRECHE MUNICIPAL RODA DE FOGO;Municipal;Não;-8,05247715;-34,93386711;Recife;Urbana;57;1
Recife;26153351;CRECHE MUNICIPAL WALDIR SAVLUSCHINSKE;RUA ALVARO TEIXEIRA DE MESQUITA, S/N ENGENHO DO MEIO. 50730-660 Recife - PE.;CRECHE MUNICIPAL WALDIR SAVLUSCHINSKE;Municipal;Não;-8,0504129;-34,9394347;Recife;Urbana;136;1
Recife;26156628;CRECHE ESC RECIFE SITIO DO CARDOSO;RUA LANDIM, 390 MADALENA. 50710-485 Recife - PE.;CRECHE ESC RECIFE SITIO DO CARDOSO;Municipal;Não;-8,04920772;-34,91274978;Recife;Urbana;75;1
Recife;26182815;CRECHE ESC RECIFE DARCY RIBEIRO -;RUA ODETE MONTEIRO, 450 CORDEIRO. 50711-440 Recife - PE.;CMEI DARCY RIBEIRO;Municipal;Não;-8,04541094;-34,92064274;Recife;Urbana;97;1
Recife;26153335;CRECHE ESC RECIFE SANTA LUZIA;RUA SOUZA BANDEIRA, S/N TORRE. 50711-525 Recife - PE.;CRECHE ESC RECIFE SANTA LUZIA;Municipal;Não;-8,045243;-34,9164807;Recife;Urbana;59;1
Recife;26158701;CRECHE MUNICIPAL PROFESSOR FRANCISCO DO AMARAL LOPES;AV AGAMENON MAGALHAES, S/N SANTO AMARO. 50100-010 Recife - PE.;CRECHE MUNICIPAL PROFESSOR FRANCISCO DO AMARAL LOPES;Municipal;Não;-8,0450695;-34,8885716;Recife;Urbana;93;1
Recife;26156750;CRECHE MUNICIPAL DA TORRE;RUA CANTORA CLARA NUNES, S/N TORRE. 50711-550 Recife - PE.;CRECHE MUNICIPAL DA TORRE;Municipal;Não;-8,0446497;-34,9173648;Recife;Urbana;124;1
Recife;26123185;CRECHE ESC RECIFE ASSOCIACAO CRISTA FEMININA;RUA VERMELHA, 68 TORRE. 50710-220 Recife - PE.;CRECHE ESC RECIFE ASSOCIACAO CRISTA FEMININA;Municipal;Não;-8,0429264;-34,9091842;Recife;Urbana;79;1
Recife;26419742;CMEI COELHINHO PENSANTE;RUA VIRGILIO DE MEDEIROS, S/N SANTO AMARO. 50110-400 Recife - PE.;CMEI COELHINHO PENSANTE;Municipal;Não;-8,0427151;-34,8782763;Recife;Urbana;42;1
Recife;26181932;CRECHE MUNICIPAL IRMA DULCE;RUA ADALGISA, 09 ESPINHEIRO. 52021-110 Recife - PE.;CRECHE MUNICIPAL IRMA DULCE;Municipal;Não;-8,0420922;-34,887664;Recife;Urbana;64;1
Recife;26153416;CRECHE MUNICIPAL MENINO JESUS DA BOMBA GRANDE;RUA FERNANDO FURTADO, 479 IPUTINGA. IPUTINGA. 50731-020 Recife - PE.;CRECHE MUNICIPAL MENINO JESUS DA BOMBA GRANDE;Municipal;Não;-8,0418976;-34,928047;Recife;Urbana;61;1
Recife;26153408;CRECHE MUNICIPAL E LUTANDO QUE SE CONQUISTA;RUA SALVADOR ALLENDE, 36 CORDEIRO. 50711-480 Recife - PE.;CRECHE MUNICIPAL E LUTANDO QUE SE CONQUISTA;Municipal;Não;-8,0417941;-34,9257837;Recife;Urbana;91;1
Recife;26157578;CRECHE MUNICIPAL JOAO EUGENIO;RUA GASPAR PEREZ, 3895 IPUTINGA. 50670-350 Recife - PE.;CRECHE MUNICIPAL JOAO EUGENIO;Municipal;Não;-8,04014381;-34,94045347;Recife;Urbana;112;1
Recife;26149753;CRECHE MUNICIPAL SAO DOMINGOS SAVIO;RUA CASADOS, 164 SANTO AMARO. 50110-520 Recife - PE.;CRECHE MUNICIPAL SAO DOMINGOS SAVIO;Municipal;Não;-8,0397439;-34,8740132;Recife;Urbana;30;1
Recife;26149338;CRECHE ESC RECIFE MENINO JESUS DE CASA FORTE;RUA SAMUEL FARIAS, 127 SANTANA. 52060-430 Recife - PE.;CRECHE ESC RECIFE MENINO JESUS DE CASA FORTE;Municipal;Não;-8,03888315;-34,91514946;Recife;Urbana;124;1
Recife;26413779;CRECHE MUNICIPAL LUA LUAR;REF DA AV MAURICIO DE NASSAU, 42 IPUTINGA. 50711-445 Recife - PE.;CRECHE MUNICIPAL LUA LUAR;Municipal;Não;-8,0384105;-34,9308032;Recife;Urbana;71;1
Recife;26153246;CMEI SEMENTINHA DO SKYLAB;RUA SAO JOAO DA LAGOA, SN IPUTINGA. 50680-785 Recife - PE.;CMEI SEMENTINHA DO SKYLAB;Municipal;Não;-8,03270673;-34,92840267;Recife;Urbana;70;1
Recife;26153114;CRECHE MUNICIPAL ROSA SELVAGEM;RUA PORTO SEGURO, 470 UR7. VARZEA. 50970-165 Recife - PE.;CRECHE MUNICIPAL ROSA SELVAGEM;Municipal;Não;-8,03182671;-34,9777532;Recife;Urbana;57;1
Recife;26157489;CRECHE MUNICIPAL CASINHA AZUL;RUA MATEUS, S/N IPUTINGA. 50731-370 Recife - PE.;CRECHE MUNICIPAL CASINHA AZUL;Municipal;Não;-8,02999525;-34,93430369;Recife;Urbana;128;1
Recife;26186926;CRECHE ESC RECIFE MIGUEL ARRAES DE ALENCAR-;RUA ARISTONICO OLIVEIRA, 189 IPUTINGA. 50690-490 Recife - PE.;CRECHE ESCOLA RECIFE MIGUEL ARRAES DE ALENCAR;Municipal;Não;-8,02942709;-34,94082475;Recife;Urbana;62;1
Camaragibe;26144069;CRECHE MUL MARIA ALICE GONCALVES GUERRA;AVENIDA JOSADARK ALVES DE FRANCA, SN SANTA MONICA. 54767-620 Camaragibe - PE.;CRECHE MUL MARIA ALICE GONCALVES GUERRA;Municipal;Não;-8,029215;-35,00262;Camaragibe;Urbana;69;1
Recife;26149800;CMEI CREUSA ARCOVERDE DE FREITAS CAVALCANTI -;RUA NABUCO, S/N CASA AMARELA. 52070-010 Recife - PE.;CMEI CREUSA ARCOVERDE DE FREITAS CAVALCANTI;Municipal;Não;-8,02809264;-34,91886944;Recife;Urbana;84;1
Camaragibe;26107864;ESC MUL NOSSA SENHORA DO CARMO;RUA VENCESLAU BRAZ, 397 ALBERTO MAIA. 54771-060 Camaragibe - PE.;ESC MUL NOSSA SENHORA DO CARMO;Municipal;Não;-8,02510676;-35,00559504;Camaragibe;Urbana;38;1
Recife;26181274;CRECHE MUNICIPAL VILA IMPERIAL;AV PEDRO DE MELO PEDROZA, 10 ARRUDA. 52120-350 Recife - PE.;CRECHE MUNICIPAL VILA IMPERIAL;Municipal;Não;-8,02448699;-34,88636031;Recife;Urbana;81;1
Recife;26149770;CRECHE MUNICIPAL FLOR DA COMUNIDADE;EST MORRO DA CONCEICAO, 111 MORRO DA CONCEICAO. 52280-040 Recife - PE.;CRECHE MUNICIPAL FLOR DA COMUNIDADE;Municipal;Não;-8,0210468;-34,9124405;Recife;Urbana;47;1
Recife;26149923;CRECHE MUNICIPAL SAO JOAO;RUA DOLCINOPOLIS, 50 MACAXEIRA. 52071-430 Recife - PE.;CRECHE MUNICIPAL SAO JOAO;Municipal;Não;-8,01967809;-34,93034956;Recife;Urbana;69;1
Recife;26149869;CRECHE MUNICIPAL AME AS CRIANCAS;RUA ARLINDO CISNEIRO, 53 ALTO SANTA TEREZINHA. 52111-175 Recife - PE.;CRECHE MUNICIPAL AME AS CRIANCAS;Municipal;Não;-8,0190612;-34,90829608;Recife;Urbana;40;1
Recife;26149850;CRECHE MUNICIPAL WALDEMAR DE SOUZA CABRAL;RUA ANTONIO MEIRA, 73 AGUA FRIA. 52111-620 Recife - PE.;CRECHE MUNICIPAL WALDEMAR DE SOUZA CABRAL;Municipal;Não;-8,01883993;-34,90278022;Recife;Urbana;19;1
Recife;26149826;CRECHE MUNICIPAL UNIDOS VENCEREMOS;RUA CORREGO JOSE GRANDE, 126A ALTO SANTA TEREZINHA. 52080-040 Recife - PE.;CRECHE MUNICIPAL UNIDOS VENCEREMOS;Municipal;Não;-8,01837211;-34,91027991;Recife;Urbana;80;1
Recife;26149796;CRECHE ESC RECIFE NOSSA SENHORA DAS DORES;RUA CAETES, 427 APIPUCOS. 52071-390 Recife - PE.;CRECHE ESC RECIFE NOSSA SENHORA DAS DORES;Municipal;Não;-8,0171588;-34,9370593;Recife;Urbana;40;1
Olinda;26136502;ESCOLA MUNICIPAL ROTARY DE OLINDA;RUA JERONIMO DE ALBUQUERQUE, S/Nº VARADOURO. 53020-350 Olinda - PE.;ESCOLA MUNICIPAL ROTARY DE OLINDA;Municipal;Não;-8,015523;-34,85645;Olinda;Urbana;78;1
Recife;26149737;CRECHE MUNICIPAL MARDONIO COELHO;RUA MILTON DE CAMPOS, S/N VASCO DA GAMA. 52081-170 Recife - PE.;CRECHE MUNICIPAL MARDONIO COELHO;Municipal;Não;-8,0145863;-34,92303284;Recife;Urbana;94;1
Olinda;26171597;CRECHE MUNICIPAL MAE OUTRA;RUA JORGE ALBUQUERQUE CARVALHO, 142 PEIXINHOS. 53230-330 Olinda - PE.;CRECHE MUNICIPAL MAE OUTRA;Municipal;Não;-8,013605;-34,8684;Olinda;Urbana;100;1
Camaragibe;26107848;ESCOLA MUNICIPAL MANOEL RITO;RUA ANTONIO GUILHERME DE LIMA, S/N ALDEIA DE BAIXO. 54759-235 Camaragibe - PE.;ESCOLA MUNICIPAL MANOEL RITO;Municipal;Não;-8,012923;-34,97422;Camaragibe;Urbana;74;1
Camaragibe;26107902;ESCOLA MUNICIPAL XV DE NOVEMBRO;RUA DOUTOR CARLOS ALBERTO MENEZES, 338 VILA DA FABRICA. 54759-135 Camaragibe - PE.;ESCOLA MUNICIPAL XV DE NOVEMBRO;Municipal;Não;-8,012617;-34,9772;Camaragibe;Urbana;39;1
Recife;26189224;CRECHE ESC RECIFE PROFESSOR ARIANO VILAR SUASSUNA;EST MACACOS, S/N DOIS IRMAOS. 52171-900 Recife - PE.;CRECHE ESC RECIFE PROFESSOR ARIANO VILAR SUASSUNA;Municipal;Não;-8,01258033;-34,94950759;Recife;Urbana;93;1
Recife;26149788;CRECHE MUNICIPAL CRIANCA FELIZ;RUA SA BANDEIRA, S/N ALTO JOSE BONIFACIO. 52080-365 Recife - PE.;CRECHE MUNICIPAL CRIANCA FELIZ;Municipal;Não;-8,01206332;-34,91245094;Recife;Urbana;73;1
Recife;26149834;CRECHE MUNICIPAL ZACARIAS DO REGO MACIEL;AV ANIBAL BENEVOLO, 1536 A. LINHA DO TIRO. 52130-220 Recife - PE.;CRECHE MUNICIPAL ZACARIAS DO REGO MACIEL;Municipal;Não;-8,0101698;-34,9025427;Recife;Urbana;81;1
Camaragibe;26107791;ESCOLA MUNICIPAL PROFESSORA MARIA LUCIA GONCALVES GUERRA;RUA ANTONIO SOARES DE LIMA, CEU AZUL. 54774-642 Camaragibe - PE.;ESCOLA MUNICIPAL PROFESSORA MARIA LUCIA GONCALVES GUERRA;Municipal;Não;-8,009236859;-34,99330954;Camaragibe;Urbana;33;1
Recife;26149761;CRECHE MUNICIPAL CAJUEIRO;RUA ALICE TIBIRICA, 453 CAJUEIRO. 52221-310 Recife - PE.;CRECHE MUNICIPAL CAJUEIRO;Municipal;Não;-8,00901036;-34,88351372;Recife;Urbana;20;1
Olinda;26114216;ESCOLA MUNICIPAL DONA BRITES DE ALBUQUERQUE;RUA CLETO CAMPELO, S/Nº BAIRRO NOVO. 53030-150 Olinda - PE.;ESCOLA MUNICIPAL DONA BRITES DE ALBUQUERQUE;Municipal;Não;-8,00804;-34,84301;Olinda;Urbana;96;1
Camaragibe;26153696;ESCOLA MUN SANTA TERESA;RUA DOMINGOS MARTINS, 314 TIMBI. 54768-495 Camaragibe - PE.;ESCOLA MUN SANTA TERESA;Municipal;Não;-8,006679774;-34,99667055;Camaragibe;Urbana;37;1
Recife;26183269;CRECHE MUNICIPAL MERCIA MARIA BEZERRA COSTA;AV OTACILIO AZEVEDO, 1030 BREJO DE BEBERIBE. 52081-550 Recife - PE.;CRECHE MUNICIPAL MERCIA MARIA BEZERRA COSTA;Municipal;Não;-8,0046343;-34,9148907;Recife;Urbana;78;1
Recife;26157462;CRECHE MUNICIPAL TIA EMILIA;RUA PEDRO BATISTA, S/N DOIS UNIDOS. 52150-150 Recife - PE.;CRECHE MUNICIPAL TIA EMILIA;Municipal;Não;-8,00223536;-34,91447788;Recife;Urbana;86;1
Recife;26171724;ESCOLA MUNICIPAL JOAO AMAZONAS;RUA BELA VISTA, 284 DOIS UNIDOS. 52140-340 Recife - PE.;ESCOLA MUNICIPAL JOAO AMAZONAS;Municipal;Não;-8,0022179;-34,9060768;Recife;Urbana;34;1
Recife;26171651;CRECHE MUNICIPAL MONTE DAS OLIVEIRAS;RUA ALTO DA BRASILEIRA, S/N NOVA DESCOBERTA. 52091-260 Recife - PE.;CRECHE MUNICIPAL MONTE DAS OLIVEIRAS;Municipal;Não;-8,00066075;-34,93351582;Recife;Urbana;28;1
Olinda;26114402;ESCOLA MUNICIPAL METODISTA GLADYS OBERLIN;AVENIDA LEOPOLDINO CANUTO DE MELO, 437 CAIXA DAGUA. 53210-250 Olinda - PE.;CMEI METODISTA GLADYS OBERLYN;Municipal;Não;-8,000504;-34,89977;Olinda;Urbana;46;1
